Year,Type,Country,Area,Activity,Fatal,Species ,,
2008,Boating,UNITED KINGDOM,Sussex,Rowing an inflatable dinghy,N,"Starry smoothhound shark, 1m",,
2008,Invalid,USA,Hawaii,Wading,,Shark involvement prior to death not confirmed,,
2008,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,N,"Bull shark, 6' to 7'",,
2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing,N,"White shark, 2m",,
2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing (free diving),N,"White shark, 4.5m",,
2008,Unprovoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,USA,South Carolina,Swimming,N,4.5 to 5' shark,,
2008,Unprovoked,BRAZIL,Bahia,Surfing,N,,,
2008,Boating,USA,California,Kayaking,N,"White shark, 15'",,
2008,Unprovoked,USA,Florida,Wading,N,,,
2008,Unprovoked,BRAZIL,Pernambuco,Surfing,N,,,
2008,Unprovoked,USA,Florida,Body surfing,N,,,
2008,Boating,SCOTLAND,Easter Ross,Fishing,N,Basking shark,,
2008,Unprovoked,USA,South Carolina,Body surfing,N,5' shark,,
2008,Unprovoked,BRAZIL,Pernambuco,Swimming,N,Bull shark,,
2008,Unprovoked,USA,North Carolina,Surfing,N,,,
2008,Sea Disaster,BAHAMAS,Grand Bahama Island,Sea Disaster,N,Tiger sharks in area,,
2008,Unprovoked,MEXICO,Guerro,Surfing,N,3 m shark,,
2008,Unprovoked,MEXICO,Guerro,Surfing,Y,2 m shark,,
2008,Unprovoked,FIJI,Yasawa Islands,Night diving,Y,,,
2008,Unprovoked,AUSTRALIA,Western Australia,Swimming,N,"White shark, 4m",,
2008,Unprovoked,NEW CALEDONIA,North Province,Fishing,N,2 small bull sharks,,
2008,Unprovoked,USA,Florida,Wading,N,,,
2008,Provoked,SOUTH AFRICA,,Fishing,N,,,
2008,Unprovoked,MEXICO,Guerro,Surfing,Y,Tiger shark,,
2008,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2008,Unprovoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,NEW CALEDONIA,North Province,Swimming,N,"Bull shark, 1.8m",,
2008,Provoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,USA,California,Swimming,Y,"White shark, 12' to 15'",,
2008,Unprovoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,AUSTRALIA,New South Wales,,UNKNOWN,"Tiger shark, 2.3m",,
2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Free-diving,,"Tiger shark, 13' female",,
2008,Invalid,MEXICO,Quintana Roo,Swimming,,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",,
2008,Invalid,AUSTRALIA,Queensland,Surfing,,Shark involvement not confirmed; thought to be a barracuda bite,,
2008,Unprovoked,USA,Florida,Surfing,N,1.5' to 2' shark,,
2008,Unprovoked,FIJI,,Spearfishing,N,,,
2008,Unprovoked,USA,Florida,Wading,N,6' shark,,
2008,Unprovoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,AUSTRALIA,New South Wales,Body boarding,Y,Bull shark,,
2008,Unprovoked,USA,Florida,Walking out of the water after surfing,N,,,
2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from surfski,N,,,
2008,Unprovoked,USA,Florida,Surfing,N,4' to 5' shark,,
2008,Unprovoked,USA,Florida,Boogie Boarding,N,a small shark,,
2008,Unprovoked,USA,Florida,Walking out of the water after surfing,N,2.5' shark,,
2008,Unprovoked,USA,Florida,Wading,N,,,
2008,Unprovoked,USA,Florida,Jet skiing,N,Shark involvement not confirmed,,
2008,Unprovoked,USA,California,Surfing,N,White shark,,
2008,Unprovoked,BAHAMAS,Northern Bahamas,Diving,Y,"A bull shark, according to some of the divers on the boat",,
2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,N,,,
2008,Unprovoked,USA,Florida,Surfing,N,,,
2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,1 m shark,,
2008,Unprovoked,USA,Florida,Surf-skiing,N,3' shark,,
2008,Provoked,JAPAN,Tokyo Bay,Diving,,"Goblin shark, 4.2'",,
2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,N,"Blacktip shark, 2m",,
2008,Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it,N,"Mako shark, 90kg",,
2008,Invalid,NEW ZEALAND,South Island,Wading,,No shark involvement,,
2008,Boat,NEW ZEALAND,North Island,Attempting to chase shark out to sea,N,"Bronze whaler shark, 4m",,
2008,Unprovoked,USA,Florida,Surfing,N,a small shark,,
2008,Provoked,USA,Florida,Fishing for snapper,N,"Nurse shark, 10'",,
2008,Unprovoked,MEXICO,Baja California,Surfing,N,Possibly a hammerhead shark,,
2007,Unprovoked,ECUADOR,Galapagos Islands,Surfing,N,3 m shark,,
2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,,Invalid,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,2 m shark,,
2007,Unprovoked,AUSTRALIA,Queensland,Swimming,N,"""a small shark""",,
2007,Invalid,AUSTRALIA,New South Wales,Swimming,,Not a shark attack; it was a hoax,,
2007,Unprovoked,USA,Hawaii,Surfing,N,Tiger shark,,
2007,Unprovoked,NEW ZEALAND,South Island,Surfing,N,,,
2007,Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,N,2.27 m shark,,
2007,Provoked,AUSTRALIA,Western Australia,Fishing,N,reef shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2007,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,1.5 to 2 m shark,,
2007,Unprovoked,USA,Florida,Surfing,N,4' to 5' shark,,
2007,Unprovoked,USA,Florida,Surfing,N,5' shark,,
2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,"White shark, 3m to 4m",,
2007,Invalid,MEXICO,Baja California,Shark diving,,Invalid,,
2007,Unprovoked,USA,Hawaii,Floating,N,Tiger shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,N,"White shark, 2.5m",,
2007,Unprovoked,AUSTRALIA,Queensland,Spearfishing,N,Bronze whaler shark,,
2007,Unprovoked,USA,California,Surfing,N,3' to 4' shark,,
2007,Unprovoked,USA,Florida,Surfing,N,"Blacktip shark, 5'",,
2007,Unprovoked,USA,California,Surfing,N,,,
2007,Sea Disaster,PHILIPPINES,Palawan,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas",Y,,,
2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,Y,Tiger shark,,
2007,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,N,Caribbean reef shark,,
2007,Unprovoked,USA,California,Surfing,N,White shark,,
2007,Unprovoked,EGYPT,Red Sea,Swimming,N,Oceanic whitetip sharks were in the vicinity,,
2007,Invalid,USA,Florida,Scuba diving,,Shark involvement prior to death was not confirmed,,
2007,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2007,Unprovoked,USA,Florida,Surfing,N,3' shark,,
2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,N,Gray reef shark,,
2007,Unprovoked,USA,Florida,Wading?,N,,,
2007,Unprovoked,USA,Florida,Surfing,N,9.5' shark?,,
2007,Unprovoked,USA,Florida,Snorkeling,N,"Nurse shark, 2' to 3'",,
2007,Unprovoked,USA,Florida,Wading,N,,,
2007,Unprovoked,USA,Florida,Wading,N,,,
2007,Unprovoked,USA,South Carolina,Standing,N,,,
2007,Unprovoked,USA,Florida,Jumping,N,"18"" to 24"" shark",,
2007,Unprovoked,USA,Florida,Swimming,N,Possibly a spinner shark,,
2007,Unprovoked,USA,Hawaii,Body boarding,N,"Tiger shark, 10' to 12'",,
2007,Unprovoked,USA,California,Surfing,N,"White shark, 12'",,
2007,Unprovoked,USA,Florida,Surfing,N,3' shark,,
2007,Unprovoked,USA,Florida,Surfing,N,3' shark,,
2007,Provoked,USA,North Carolina,Diving,N,Sand shark,,
2007,Provoked,USA,Delaware,Fishing,N,Sandtiger shark,,
2007,Unprovoked,USA,Florida,Swimming,N,,,
2007,Unprovoked,USA,Florida,Surfing,N,4' to 5' shark,,
2007,Unprovoked,USA,South Carolina,Playing,N,,,
2007,Unprovoked,USA,Florida,Floating near boat & observing bioluminesce,N,Possibly a 6' bull shark,,
2007,Unprovoked,USA,Florida,Swimming,N,,,
2007,Unprovoked,USA,Florida,Walking out of the water after surfing,N,,,
2007,Unprovoked,USA,South Carolina,Swimming,N,,,
2007,Unprovoked,USA,South Carolina,Boogie Boarding,N,,,
2007,Unprovoked,USA,Florida,Jumped into the water,N,Possibly a 10' bull shark,,
2007,Unprovoked,USA,Florida,Surfing,N,,,
2007,Unprovoked,USA,California,Surfing,N,,,
2007,Unprovoked,USA,California,Surf paddling,N,"White shark, 12'",,
2007,Boating,USA,California,Kayak Fishing,N,White shark,,
2007,Unprovoked,USA,Hawaii,Snorkeling,N,,,
2007,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Wading,N,"Bronze whaler shark, 1.5 m",,
2007,Unprovoked,USA,North Carolina,Swimming,N,2' to 3' shark,,
2007,Provoked,NORWAY,Oslo Fjord,Scuba diving,N,"3' small spotted catshark, Scyliorhinus canicula",,
2007,Invalid,USA,California,Swimming,,Shark involvement not confirmed,,
2007,Unprovoked,USA,North Carolina,Wading,N,5' shark,,
2007,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,N,"Bull shark, 5'",,
2007,Unprovoked,USA,Florida,Surfing,N,,,
2007,Unprovoked,REUNION,,Body boarding,N,2 m shark,,
2007,Invalid,SENEGAL,,Murder,,Questionable Incident,,
2007,Provoked,USA,Florida,Removing hook from shark,N,"Lemon shark, 6' female",,
2007,Unprovoked,USA,California,Swimming,N,,,
2007,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2007,Unprovoked,USA,Hawaii,Surfing,N,Tiger shark,,
2007,Invalid,USA,Florida,Surfing,,Shark involvement not confirmed,,
2007,Unprovoked,USA,Florida,Swimming,N,3' to 4' shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2007,Unprovoked,USA,South Carolina,Wading,N,,,
2007,Provoked,USA,Virginia,Reviving a sedated shark,N,A 10-year-old 94-pound pregnant blacktip reef shark,,
2007,Provoked,ENGLAND,Kent,Fishing,N,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",,
2007,Unprovoked,AUSTRALIA,Western Australia,Wading,N,2.5 m shark,,
2007,Unprovoked,AUSTRALIA,Victoria,Surfing,N,10' shark,,
2007,Unprovoked,USA,Florida,Surfing,N,4' to 5' shark,,
2007,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,N,"White shark, 2m",,
2007,Invalid,AUSTRALIA,New South Wales,Swimming,,Shark involvement prior to death was not confirmed,,
2007,Unprovoked,USA,Hawaii,Snorkeling,N,"Tiger shark, 14'",,
2007,Unprovoked,USA,Florida,Swimming,N,6' to 8' shark,,
2007,Sea Disaster,TURKS & CAICOS,Providenciales,Sea Disaster,Y,,,
2007,Provoked,BAHAMAS,Bimini Islands,Shark tagging,N,"Lemon shark, >1 m",,
2007,Unprovoked,AUSTRALIA,Queensland,Swimming / jumping off a jetty,N,"""a small shark""",,
2007,Unprovoked,USA,Florida,Body boarding,N,blacktip or spinner shark,,
2007,Unprovoked,USA,Florida,Surfing,N,3' to 4' shark,,
2007,Boat,USA,Florida,Fishing,N,"Bull shark, 10'",,
2007,Unprovoked,NEW CALEDONIA,South Province,Surfing,N,Tiger shark,,
2007,Unprovoked,USA,Florida,Playing on a sandbar,N,,,
2007,Unprovoked,USA,Florida,Surfing,N,3' shark,,
2007,Unprovoked,USA,Florida,,N,,,
2007,Unprovoked,YEMEN,Muhafazat Hadramawt,Murder,Y,,,
2007,Unprovoked,USA,Florida,Surfing,N,4' to 5' shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,1.5 m shark,,
2007,Provoked,USA,Florida,Shark fishing,N,5' shark,,
2007,Unprovoked,AUSTRALIA,Queensland,Swimming,N,2 to 2.5 m shark,,
2007,Unprovoked,USA,Florida,Surfing,N,,,
2007,Provoked,NEW ZEALAND,Cook islans,Spearfishing,N,Tiger shark,,
2007,Invalid,COSTA RICA,,Swimming,,Shark involvement prior to death was not confirmed,,
2007,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,N,,,
2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Spearfishing,N,,,
2007,Unprovoked,NEW CALEDONIA,North Province,Spearfishing (free diving),N,Tiger shark,,
2007,Boat,USA,Florida,Shrimping,N,14' shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Diving,N,"White shark, 3m",,
2007,Invalid,AUSTRALIA,New South Wales,Swimming,,Shark involvement prior to death was not confirmed,,
2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Body Surfing,Y,Tiger shark,,
2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,2.4 m shark,,
2007,Invalid,USA,New York,Surfing,,"24"" to 30"" shark",,
2007,Unprovoked,USA,Hawaii,Surfing,N,"6' to 8' shark, possibly a tiger shark",,
2006,Unprovoked,AUSTRALIA,Victoria,Surfing,N,2.5 to 3 m shark,,
2006,Unprovoked,NEW ZEALAND,North Island,Surfing,N,2 to 3 m shark,,
2006,Unprovoked,USA,California,Surfing,N,"White shark, 12' to 15'",,
2006,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,N,"Raggedtooth shark, 150-kg",,
2006,Unprovoked,AUSTRALIA,Western Australia,Body boarding,N,"White shark, 5m",,
2006,Sea Disaster,PHILIPPINES,Surigao del Norte,Sea Disaster,Y,,,
2006,Unprovoked,USA,Hawaii,Swimming,N,2 m to 3 m shark,,
2006,Provoked,SOUTH AFRICA,Eastern Cape Province,Canoeing,N,"Bull shark, 1.5m",,
2006,Unprovoked,USA,Oregon,Surfing,N,"White shark, 16'",,
2006,Unprovoked,USA,Florida,Fishing,N,,,
2006,Unprovoked,USA,Florida,Surfing,N,,,
2006,Unprovoked,USA,Texas,Surfing,N,1' to 4' shark,,
2006,Unprovoked,USA,Florida,Playing soccer in the water,N,3' to 3.5' shark,,
2006,Unprovoked,BAHAMAS,New Providence Island,Free diving / modeling,N,,,
2006,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,Murder,Y,,,
2006,Invalid,SOUTH AFRICA,Western Cape Province,Spearfishing,,Invalid,,
2006,Unprovoked,USA,Florida,Surfing,N,,,
2006,Provoked,USA,Florida,Diving / Kissing the shark,N,Nurse shark,,
2006,Unprovoked,USA,North Carolina,Surfing,N,,,
2006,Unprovoked,USA,Florida,Swimming,N,Spinner shark,,
2006,Unprovoked,USA,Florida,Surfing,N,5' shark,,
2006,Invalid,AUSTRALIA,Queensland,Diving,,No shark involvement,,
2006,Unprovoked,BRAZIL,,,Y,,,
2006,Unprovoked,USA,Florida,Standing,N,3' shark,,
2006,Unprovoked,USA,Florida,Swimming,N,,,
2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,"White shark, 3.5m",,
2006,Unprovoked,USA,Oregon,Surfing,N,,,
2006,Unprovoked,AUSTRALIA,South Australia,Surfing,N,"Bronze whaler shark, 6'",,
2006,Unprovoked,REUNION,Saint-Gilles-les-Bains,Body boarding,N,,,
2006,Invalid,BRAZIL,Pernambuco,,,Shark involvement prior to death was not confirmed,,
2006,Invalid,BELIZE,Ambergris Caye,Spearfishing,,Shark involvement prior to death was not confirmed,,
2006,Sea Disaster,ITALY,,Sea Disaster,Y,,,
2006,Unprovoked,REUNION,Saint-Pierre,Surfing,Y,,,
2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,5 m shark,,
2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Lifesaving drill,N,White shark,,
2006,Unprovoked,USA,North Carolina,Wading,N,,,
2006,Unprovoked,REUNION,,Spearfishing,N,"Bull shark, 1.5m",,
2006,Provoked,USA,Kentucky,Touching sharks,N,small catsharks,,
2006,Unprovoked,USA,Oregon,Surfing,N,White shark?,,
2006,Invalid,USA,California,Boogie Boarding,N,"Thought to involve a mako shark, but possibly a sea lion",,
2006,Unprovoked,USA,Florida,Surfing,N,,,
2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,N,"White shark, 3m to 4m",,
2006,Unprovoked,USA,Florida,Surfing,N,,,
2006,Unprovoked,USA,Texas,Surf fishing,N,"Bull shark, 4' to 5'",,
2006,Invalid,AUSTRALIA,Torres Strait,,,Shark involvement prior to death was not confirmed,,
2006,Unprovoked,USA,South Carolina,Standing,N,"Angel shark, 1.2m",,
2006,Invalid,SPAIN,Alicante,Swimming,,"Shark involvement not confirmed, injury may have been caused by a bluefish",,
2006,Unprovoked,USA,South Carolina,Swimming,N,,,
2006,Unprovoked,BRAZIL,Pernambuco,,Y,Bull or tiger shark,,
2006,Unprovoked,USA,Florida,Wading,N,,,
2006,Unprovoked,USA,Florida,Walking,N,,,
2006,Unprovoked,USA,South Carolina,Body boarding,N,5' to 6' spinner or bull shark,,
2006,Unprovoked,USA,Florida,Swimming,N,,,
2006,Unprovoked,USA,Florida,Spearfishing,N,"1.8 m blacktip ""reef"" shark",,
2006,Unprovoked,USA,Florida,Spearfishing,N,"1.8 m blacktip ""reef"" shark",,
2006,Unprovoked,USA,Florida,Body boarding,N,,,
2006,Provoked,USA,Florida,Fishing,N,,,
2006,Unprovoked,BAHAMAS,Andros Islands,Spearfishing,N,,,
2006,Unprovoked,USA,Florida,Surfing,N,Possibly a 1' to 3' blacktip or spinner shark,,
2006,Unprovoked,BRAZIL,Pernambuco,Body boarding,Y,,,
2006,Unprovoked,USA,California,Scuba diving,N,,,
2006,Unprovoked,USA,Florida,Surfing,N,2' to 3' shark,,
2006,Unprovoked,USA,South Carolina,Playing,N,3' to 4' shark,,
2006,Unprovoked,AUSTRALIA,South Australia,Surfing,N,14' white shark,,
2006,Unprovoked,USA,Hawaii,Spearfishing,N,"Tiger shark, 8' to 12'",,
2006,Provoked,USA,Hawaii,Tagging sharks,N,"Tiger shark, 15' female",,
2006,Unprovoked,USA,Hawaii,Surfing,N,,,
2006,Provoked,USA,Hawaii,Spearfishing,N,"Grey reef shark, 5' to 8'",,
2006,Unprovoked,BRAZIL,Pernambuco,Surfing,N,,,
2006,Unprovoked,USA,Guam,Scuba diving,N,"Tiger shark, 10' to 12'",,
2006,Unprovoked,USA,Florida,,N,,,
2006,Unprovoked,USA,Florida,Swimming,N,,,
2006,Provoked,AUSTRALIA,Queensland,Snorkeling,N,"Wobbegong shark, 2 m",,
2006,Invalid,USA,Florida,,,Invalid,,
2006,Unprovoked,USA,Florida,Surfing,N,,,
2006,Unprovoked,USA,Florida,Standing,N,,,
2006,Provoked,USA,Florida,Fishing,N,"Bull shark, 4' to bull shark",,
2006,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Bronze whaler shark, a juvenile",,
2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,N,"Raggedtooth shark, 2.5 m to 3 m",,
2006,Unprovoked,BRAZIL,Pernambuco,Swimming,N,Tiger shark,,
2006,Unprovoked,USA,Florida,Wading,N,,,
2006,Unprovoked,Sierra Leone,Western Area,Fishing,Y,"3 m, 600-kg shark",,
2006,Unprovoked,USA,Hawaii,Surfing,N,"Tiger shark, 10'",,
2006,Invalid,SOUTH AFRICA,Eastern Cape Province,Swimming,,Shark involvement prior to death was not confirmed,,
2006,Unprovoked,FIJI,Vitu Levu,Surfing,N,"Tiger shark, 5'",,
2006,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Bronze whaler shark, 2 m",,
2006,Unprovoked,USA,Hawaii,Standing,N,5' to 7' shark,,
2006,Invalid,USA,Hawaii,Free diving,,Invalid,,
2006,Unprovoked,AUSTRALIA,Queensland,Wading,N,,,
2006,Unprovoked,AUSTRALIA,Queensland,Swimming,N,,,
2006,Boating,AUSTRALIA,South Australia,Fishing,N,4.5 m white shark,,
2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,Raggedtooth shark,,
2006,Unprovoked,TONGA,Vava'u,Swimming,Y,Tiger shark,,
2006,Boating,USA,Hawaii,Kayaking,N,12' to 18' shark,,
2006,Boating,ATLANTIC OCEAN,300 miles from Antigua,Competing in the Woodvale Atlantic Rowing Race,N,12' shark,,
2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,N,,,
2006,Boating,ATLANTIC OCEAN,800 miles from land,Competing in the Woodvale Atlantic Rowing Race,N,,,
2006,Unprovoked,USA,California,Night Surfing,N,,,
2006,Unprovoked,AUSTRALIA,Western Australia,Scuba diving,N,3.5 m white shark,,
2006,Invalid,BAHAMAS,Grand Bahama Island,Diving for lobsters,,Invalid,,
2006,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,Bull shark,,
2006,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving for crayfish,N,Said to involve a 1.5 m shark,,
2005,Unprovoked,USA,Oregon,Surfing,N,White shark,,
2005,Unprovoked,USA,Hawaii,Swimming,N,Tiger shark,,
2005,Boating,ATLANTIC OCEAN,600 nm west of the Canary Islands,Competing in the Woodvale Atlantic Rowing Race,N,3 m shark,,
2005,Unprovoked,AUSTRALIA,Queensland,Spearfishing,N,Whitetip reef shark,,
2005,Boat,AUSTRALIA,South Australia,Fishing,N,4 m white shark,,
2005,Unprovoked,USA,Florida,Surfing,N,,,
2005,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2005,Boat,AUSTRALIA,Victoria,Fishing,N,3 m white shark,,
2005,Unprovoked,AUSTRALIA,Victoria,Surfing,N,1.8 m shark,,
2005,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,,,
2005,Unprovoked,NEW CALEDONIA,Loyalty Islands,Spearfishing,N,,,
2005,Unprovoked,USA,Florida,Surfing,N,4' shark,,
2005,Unprovoked,USA,Florida,Surfing,N,,,
2005,Boat,NEW CALEDONIA,,,N,4.5 m white shark,,
2005,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing for sharks,N,"Raggedtooth shark, 2.5m",,
2005,Unprovoked,USA,Florida,Surfing,N,6' shark,,
2005,Unprovoked,USA,California,Surfing,N,,,
2005,Unprovoked,USA,California,Surfing,N,12' to 14' white shark,,
2005,Unprovoked,USA,Florida,Wading,N,2' to 3' shark,,
2005,Unprovoked,ST. MAARTIN,Simpson Bay,Standing,N,2' shark,,
2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Standing / Surfing,N,3 m shark,,
2005,Unprovoked,USA,California,Surfing,N,White shark,,
2005,Unprovoked,USA,California,Surfing,N,18' white shark,,
2005,Provoked,USA,Florida,Wading,N,,,
2005,Unprovoked,USA,Hawaii,Surfing,N,"Tiger shark, less than 10'",,
2005,Unprovoked,GRAND CAYMAN,East Wall,Scuba diving,N,Caribbean reef sharks,,
2005,Unprovoked,USA,Florida,Treading water/ Surfing,N,,,
2005,Unprovoked,BAHAMAS,Abaco Islands,Diving,N,,,
2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,N,White shark,,
2005,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Tiger shark, 3 m",,
2005,Unprovoked,AUSTRALIA,South Australia,Surfing,N,14' to 16' white shark,,
2005,Unprovoked,AUSTRALIA,Western Australia,Surfing,N,Bronze whaler shark,,
2005,Invalid,USA,Florida,Surfing,,Shark involvement not confirmed,,
2005,Unprovoked,USA,South Carolina,Body surfing,N,3' to 4' shark,,
2005,Unprovoked,USA,South Carolina,Surfing,Y,,,
2005,Unprovoked,AUSTRALIA,New South Wales,Standing,N,,,
2005,Unprovoked,USA,North Carolina,Wading,N,Bull shark,,
2005,Unprovoked,AUSTRALIA,South Australia,Surfing,N,4 m [13'] white shark,,
2005,Unprovoked,USA,Florida,Standing / Surfing,N,,,
2005,Provoked,THAILAND,,Removing shark from net,Y,"2 m [6.75'] shark, 200-kg shark T",,
2005,Unprovoked,AUSTRALIA,South Australia,Scuba diving,Y,White shark,,
2005,Unprovoked,USA,California,Surfing,N,juvenile white shark,,
2005,Invalid,USA,South Carolina,"Boogie boarding, kicked at object in the water",,Shark involvement not confirmed,,
2005,Unprovoked,USA,South Carolina,Swimming,N,Possibly a sandbar shark or small blacktip shark,,
2005,Unprovoked,USA,Texas,Walking,N,,,
2005,Invalid,SOUTH AFRICA,Western Cape Province,,,Shark involvement prior to death was not confirmed,,
2005,Unprovoked,USA,North Carolina,Surfing,N,1.8 m [6'] shark,,
2005,Unprovoked,USA,South Carolina,Swimming,N,,,
2005,Invalid,Seychelles,Inner Islands,Fishing,,Invalid,,
2005,Unprovoked,USA,Florida,Wading,N,,,
2005,Unprovoked,USA,Florida,Surfing,N,,,
2005,Invalid,USA,Florida,Surfing,,Shark involvement not confirmed,,
2005,Invalid,LIBERIA,,Swimming,,Shark involvement prior to death was not confirmed,,
2005,Provoked,CHINA,Shanghai,Scuba diving in aquarium tank,N,3.5 m [11.5']shark,,
2005,Invalid,AUSTRALIA,,,,No shark involvement,,
2005,Unprovoked,USA,North Carolina,Swimming,N,[4.5' to 5'] shark,,
2005,Unprovoked,USA,Texas,Holding onto an inflatable boat,N,[4' to 5'],,
2005,Unprovoked,USA,Florida,Standing,N,,,
2005,Unprovoked,USA,Florida,Fishing,N,Bull shark,,
